time,location_name,latitude,longitude,value,parameter,unit_of_measure
2023-07-01 06:00:00,Point Cook,-37.9263153,144.7567,9.218,DBT,deg.C
2023-07-01 06:00:00,Brooklyn,-37.8220978,144.8471,9.692,PM10,ug/m3
2023-07-01 06:00:00,Geelong South,-38.17356,144.3703,1.289,PM2.5,ug/m3
2023-07-01 06:00:00,Alphington,-37.7784081,145.0306,5.682,NO2,ppb
2023-07-01 06:00:00,Geelong South,-38.17356,144.3703,23.548,O3,ppb
2023-07-01 06:00:00,Box Hill,-37.8287277,145.1324,0.835,PM2.5,ug/m3
2023-07-01 06:00:00,Alphington,-37.7784081,145.0306,20.274,O3,ppb
2023-07-01 06:00:00,Mooroolbark,-37.7749672,145.3285,9.038,DBT,deg.C
2023-07-01 06:00:00,Alphington,-37.7784081,145.0306,8.416,PM10,ug/m3
2023-07-01 06:00:00,Alphington,-37.7784081,145.0306,-0.618,SO2,ppb
2023-07-01 06:00:00,Mooroolbark,-37.7749672,145.3285,23.338,O3,ppb
2023-07-01 06:00:00,Altona North,-37.84455,144.8629,9.979,NO2,ppb
2023-07-01 06:00:00,Dandenong,-37.98576,145.1987,8.927,PM10,ug/m3
2023-07-01 06:00:00,Brooklyn,-37.8220978,144.8471,8.606,BSP,1/Mm
2023-07-01 06:00:00,Melton,-37.7064552,144.5669,26.416,O3,ppb
2023-07-01 06:00:00,Brooklyn,-37.8220978,144.8471,8.744,DBT,deg.C
2023-07-01 06:00:00,Geelong South,-38.17356,144.3703,1.565,NO2,ppb
2023-07-01 06:00:00,Alphington,-37.7784081,145.0306,9.467,DBT,deg.C
2023-07-01 06:00:00,Brooklyn,-37.8220978,144.8471,9.692,PM10,ug/m3
2023-07-01 06:00:00,Brooklyn,-37.8220978,144.8471,9.692,PM10,ug/m3
2023-07-01 06:00:00,Alphington,-37.7784081,145.0306,5.961,BSP,1/Mm
2023-07-01 06:00:00,Melton,-37.7064552,144.5669,8.722,DBT,deg.C
2023-07-01 06:00:00,Brighton,-37.9135475,144.998,8.587,PM2.5,ug/m3
2023-07-01 06:00:00,Altona North,-37.84455,144.8629,-0.099,SO2,ppb
2023-07-01 06:00:00,Brooklyn,-37.8220978,144.8471,8.606,BSP,1/Mm
2023-07-01 06:00:00,Geelong South,-38.17356,144.3703,6.817,PM10,ug/m3
2023-07-01 06:00:00,Point Cook,-37.9263153,144.7567,25.436,O3,ppb
2023-07-01 06:00:00,Dandenong,-37.98576,145.1987,23.901,O3,ppb
2023-07-01 12:00:00,Mooroolbark,-37.7749672,145.3285,9.259,PM10,ug/m3
2023-07-01 12:00:00,Altona North,-37.84455,144.8629,14.638,DBT,deg.C
2023-07-01 12:00:00,Dandenong,-37.98576,145.1987,9.494,BSP,1/Mm
2023-07-01 12:00:00,Dandenong,-37.98576,145.1987,2.12,PM2.5,ug/m3
2023-07-01 12:00:00,Point Cook,-37.9263153,144.7567,6.13,BSP,1/Mm
2023-07-01 12:00:00,Geelong South,-38.17356,144.3703,6.609,BSP,1/Mm
2023-07-01 12:00:00,Brooklyn,-37.8220978,144.8471,13.372,DBT,deg.C
2023-07-01 12:00:00,Melton,-37.7064552,144.5669,4.844,PM2.5,ug/m3
2023-07-01 12:00:00,Dandenong,-37.98576,145.1987,3.994,NO2,ppb
2023-07-01 12:00:00,Melbourne CBD,-37.8073959,144.97,6.14,PM2.5,ug/m3
2023-07-01 12:00:00,Geelong South,-38.17356,144.3703,12.912,DBT,deg.C
2023-07-01 12:00:00,Alphington,-37.7784081,145.0306,4.433,PM2.5,ug/m3
2023-07-01 12:00:00,Dandenong,-37.98576,145.1987,12.172,DBT,deg.C
2023-07-01 12:00:00,Brooklyn,-37.8220978,144.8471,7.792,BSP,1/Mm
2023-07-01 12:00:00,Mooroolbark,-37.7749672,145.3285,10.787,BSP,1/Mm
2023-07-01 12:00:00,Point Cook,-37.9263153,144.7567,13.349,DBT,deg.C
2023-07-01 12:00:00,Brooklyn,-37.8220978,144.8471,11.429,PM10,ug/m3
2023-07-01 12:00:00,Alphington,-37.7784081,145.0306,4.069,NO2,ppb
2023-07-01 12:00:00,Geelong South,-38.17356,144.3703,2.982,PM2.5,ug/m3
2023-07-01 12:00:00,Geelong South,-38.17356,144.3703,25.834,O3,ppb
2023-07-01 12:00:00,Box Hill,-37.8287277,145.1324,-1.527,PM2.5,ug/m3
2023-07-01 12:00:00,Alphington,-37.7784081,145.0306,26.375,O3,ppb
2023-07-01 12:00:00,Mooroolbark,-37.7749672,145.3285,11.164,DBT,deg.C
2023-07-01 12:00:00,Alphington,-37.7784081,145.0306,12.325,PM10,ug/m3
2023-07-01 12:00:00,Alphington,-37.7784081,145.0306,-0.41,SO2,ppb
2023-07-01 12:00:00,Mooroolbark,-37.7749672,145.3285,23.023,O3,ppb
2023-07-01 12:00:00,Altona North,-37.84455,144.8629,1.581,NO2,ppb
2023-07-01 12:00:00,Dandenong,-37.98576,145.1987,10.041,PM10,ug/m3
2023-07-01 12:00:00,Brooklyn,-37.8220978,144.8471,7.792,BSP,1/Mm
2023-07-01 12:00:00,Melton,-37.7064552,144.5669,28.095,O3,ppb
2023-07-01 12:00:00,Brooklyn,-37.8220978,144.8471,13.372,DBT,deg.C
2023-07-01 12:00:00,Geelong South,-38.17356,144.3703,2.863,NO2,ppb
2023-07-01 12:00:00,Alphington,-37.7784081,145.0306,12.746,DBT,deg.C
2023-07-01 12:00:00,Brooklyn,-37.8220978,144.8471,11.429,PM10,ug/m3
2023-07-01 12:00:00,Melton,-37.7064552,144.5669,12.554,DBT,deg.C
2023-07-01 12:00:00,Brooklyn,-37.8220978,144.8471,11.429,PM10,ug/m3
2023-07-01 12:00:00,Alphington,-37.7784081,145.0306,8.244,BSP,1/Mm
2023-07-01 12:00:00,Brighton,-37.9135475,144.998,5.427,PM2.5,ug/m3
2023-07-01 12:00:00,Brooklyn,-37.8220978,144.8471,7.792,BSP,1/Mm
2023-07-01 12:00:00,Altona North,-37.84455,144.8629,-0.173,SO2,ppb
2023-07-01 12:00:00,Geelong South,-38.17356,144.3703,10.917,PM10,ug/m3
2023-07-01 12:00:00,Point Cook,-37.9263153,144.7567,27.836,O3,ppb
2023-07-01 12:00:00,Dandenong,-37.98576,145.1987,25.292,O3,ppb
2023-07-01 18:00:00,Mooroolbark,-37.7749672,145.3285,21.621,PM10,ug/m3
2023-07-01 18:00:00,Altona North,-37.84455,144.8629,10.898,DBT,deg.C
2023-07-01 18:00:00,Dandenong,-37.98576,145.1987,22.152,BSP,1/Mm
2023-07-01 18:00:00,Dandenong,-37.98576,145.1987,2.625,PM2.5,ug/m3
2023-07-01 18:00:00,Point Cook,-37.9263153,144.7567,5.443,BSP,1/Mm
2023-07-01 18:00:00,Geelong South,-38.17356,144.3703,10.47,BSP,1/Mm
2023-07-01 18:00:00,Brooklyn,-37.8220978,144.8471,10.965,DBT,deg.C
2023-07-01 18:00:00,Melton,-37.7064552,144.5669,2.91,PM2.5,ug/m3
2023-07-01 18:00:00,Dandenong,-37.98576,145.1987,17.527,NO2,ppb
2023-07-01 18:00:00,Melbourne CBD,-37.8073959,144.97,5.581,PM2.5,ug/m3
2023-07-01 18:00:00,Geelong South,-38.17356,144.3703,10.969,DBT,deg.C
2023-07-01 18:00:00,Alphington,-37.7784081,145.0306,4.051,PM2.5,ug/m3
2023-07-01 18:00:00,Dandenong,-37.98576,145.1987,10.417,DBT,deg.C
2023-07-01 18:00:00,Brooklyn,-37.8220978,144.8471,12.857,BSP,1/Mm
2023-07-01 18:00:00,Mooroolbark,-37.7749672,145.3285,42.842,BSP,1/Mm
2023-07-01 18:00:00,Point Cook,-37.9263153,144.7567,10.481,DBT,deg.C
2023-07-01 18:00:00,Brooklyn,-37.8220978,144.8471,12.234,PM10,ug/m3
2023-07-01 18:00:00,Geelong South,-38.17356,144.3703,-1.594,PM2.5,ug/m3
2023-07-01 18:00:00,Alphington,-37.7784081,145.0306,12.732,NO2,ppb
2023-07-01 18:00:00,Geelong South,-38.17356,144.3703,20.51,O3,ppb
2023-07-01 18:00:00,Box Hill,-37.8287277,145.1324,2.842,PM2.5,ug/m3
2023-07-01 18:00:00,Alphington,-37.7784081,145.0306,17.824,O3,ppb
2023-07-01 18:00:00,Mooroolbark,-37.7749672,145.3285,8.711,DBT,deg.C
2023-07-01 18:00:00,Alphington,-37.7784081,145.0306,12.287,PM10,ug/m3
2023-07-01 18:00:00,Alphington,-37.7784081,145.0306,-0.274,SO2,ppb
2023-07-01 18:00:00,Mooroolbark,-37.7749672,145.3285,8.302,O3,ppb
2023-07-01 18:00:00,Altona North,-37.84455,144.8629,3.055,NO2,ppb
2023-07-01 18:00:00,Dandenong,-37.98576,145.1987,18.529,PM10,ug/m3
2023-07-01 18:00:00,Brooklyn,-37.8220978,144.8471,12.857,BSP,1/Mm
2023-07-01 18:00:00,Melton,-37.7064552,144.5669,21.509,O3,ppb
2023-07-01 18:00:00,Brooklyn,-37.8220978,144.8471,10.965,DBT,deg.C
2023-07-01 18:00:00,Geelong South,-38.17356,144.3703,6.801,NO2,ppb
2023-07-01 18:00:00,Alphington,-37.7784081,145.0306,10.905,DBT,deg.C
2023-07-01 18:00:00,Brooklyn,-37.8220978,144.8471,12.234,PM10,ug/m3
2023-07-01 18:00:00,Brooklyn,-37.8220978,144.8471,12.234,PM10,ug/m3
2023-07-01 18:00:00,Alphington,-37.7784081,145.0306,14.588,BSP,1/Mm
2023-07-01 18:00:00,Melton,-37.7064552,144.5669,10.44,DBT,deg.C
2023-07-01 18:00:00,Brighton,-37.9135475,144.998,10.605,PM2.5,ug/m3
2023-07-01 18:00:00,Altona North,-37.84455,144.8629,0.383,SO2,ppb
2023-07-01 18:00:00,Brooklyn,-37.8220978,144.8471,12.857,BSP,1/Mm
2023-07-01 18:00:00,Geelong South,-38.17356,144.3703,13.281,PM10,ug/m3
2023-07-01 18:00:00,Point Cook,-37.9263153,144.7567,25.775,O3,ppb
2023-07-01 18:00:00,Dandenong,-37.98576,145.1987,12.007,O3,ppb
2023-07-14 06:00:00,Mooroolbark,-37.7749672,145.3285,8.648,PM10,ug/m3
2023-07-14 06:00:00,Altona North,-37.84455,144.8629,11.68,DBT,deg.C
2023-07-14 06:00:00,Dandenong,-37.98576,145.1987,5.342,BSP,1/Mm
2023-07-14 06:00:00,Dandenong,-37.98576,145.1987,0.397,PM2.5,ug/m3
2023-07-14 06:00:00,Point Cook,-37.9263153,144.7567,6.91,BSP,1/Mm
2023-07-14 06:00:00,Geelong South,-38.17356,144.3703,7.554,BSP,1/Mm
2023-07-14 06:00:00,Melton,-37.7064552,144.5669,3.037,PM2.5,ug/m3
2023-07-14 06:00:00,Dandenong,-37.98576,145.1987,9.143,NO2,ppb
2023-07-14 06:00:00,Melbourne CBD,-37.8073959,144.97,2.886,PM2.5,ug/m3
2023-07-14 06:00:00,Geelong South,-38.17356,144.3703,12.012,DBT,deg.C
2023-07-14 06:00:00,Alphington,-37.7784081,145.0306,5.315,PM2.5,ug/m3
2023-07-14 06:00:00,Dandenong,-37.98576,145.1987,12.348,DBT,deg.C
2023-07-14 06:00:00,Mooroolbark,-37.7749672,145.3285,5.712,BSP,1/Mm
2023-07-14 06:00:00,Point Cook,-37.9263153,144.7567,10.51,DBT,deg.C
2023-07-14 06:00:00,Geelong South,-38.17356,144.3703,4.766,PM2.5,ug/m3
2023-07-14 06:00:00,Alphington,-37.7784081,145.0306,3.985,NO2,ppb
2023-07-14 06:00:00,Geelong South,-38.17356,144.3703,12.794,O3,ppb
2023-07-14 06:00:00,Box Hill,-37.8287277,145.1324,2.312,PM2.5,ug/m3
2023-07-14 06:00:00,Alphington,-37.7784081,145.0306,18.508,O3,ppb
2023-07-14 06:00:00,Mooroolbark,-37.7749672,145.3285,11.457,DBT,deg.C
2023-07-14 06:00:00,Alphington,-37.7784081,145.0306,7.076,PM10,ug/m3
2023-07-14 06:00:00,Alphington,-37.7784081,145.0306,0.199,SO2,ppb
2023-07-14 06:00:00,Mooroolbark,-37.7749672,145.3285,22.517,O3,ppb
2023-07-14 06:00:00,Altona North,-37.84455,144.8629,9.577,NO2,ppb
2023-07-14 06:00:00,Dandenong,-37.98576,145.1987,7.89,PM10,ug/m3
2023-07-14 06:00:00,Melton,-37.7064552,144.5669,19.223,O3,ppb
2023-07-14 06:00:00,Geelong South,-38.17356,144.3703,12.978,NO2,ppb
2023-07-14 06:00:00,Alphington,-37.7784081,145.0306,11.214,DBT,deg.C
2023-07-14 06:00:00,Alphington,-37.7784081,145.0306,7.557,BSP,1/Mm
2023-07-14 06:00:00,Melton,-37.7064552,144.5669,10.842,DBT,deg.C
2023-07-14 06:00:00,Brighton,-37.9135475,144.998,-1.037,PM2.5,ug/m3
2023-07-14 06:00:00,Altona North,-37.84455,144.8629,0.542,SO2,ppb
2023-07-14 06:00:00,Geelong South,-38.17356,144.3703,13.246,PM10,ug/m3
2023-07-14 06:00:00,Point Cook,-37.9263153,144.7567,12.262,O3,ppb
2023-07-14 06:00:00,Dandenong,-37.98576,145.1987,17.375,O3,ppb
2023-07-14 12:00:00,Mooroolbark,-37.7749672,145.3285,3.637,PM10,ug/m3
2023-07-14 12:00:00,Altona North,-37.84455,144.8629,14.19,DBT,deg.C
2023-07-14 12:00:00,Dandenong,-37.98576,145.1987,5.028,BSP,1/Mm
2023-07-14 12:00:00,Dandenong,-37.98576,145.1987,-1.819,PM2.5,ug/m3
2023-07-14 12:00:00,Point Cook,-37.9263153,144.7567,8.642,BSP,1/Mm
2023-07-14 12:00:00,Geelong South,-38.17356,144.3703,10.027,BSP,1/Mm
2023-07-14 12:00:00,Melton,-37.7064552,144.5669,0.3,PM2.5,ug/m3
2023-07-14 12:00:00,Dandenong,-37.98576,145.1987,6.152,NO2,ppb
2023-07-14 12:00:00,Melbourne CBD,-37.8073959,144.97,1.572,PM2.5,ug/m3
2023-07-14 12:00:00,Geelong South,-38.17356,144.3703,15.631,DBT,deg.C
2023-07-14 12:00:00,Alphington,-37.7784081,145.0306,8.938,PM2.5,ug/m3
2023-07-14 12:00:00,Dandenong,-37.98576,145.1987,14.6,DBT,deg.C
2023-07-14 12:00:00,Mooroolbark,-37.7749672,145.3285,4.689,BSP,1/Mm
2023-07-14 12:00:00,Point Cook,-37.9263153,144.7567,14.407,DBT,deg.C
2023-07-14 12:00:00,Alphington,-37.7784081,145.0306,5.232,NO2,ppb
2023-07-14 12:00:00,Geelong South,-38.17356,144.3703,3.905,PM2.5,ug/m3
2023-07-14 12:00:00,Geelong South,-38.17356,144.3703,19.857,O3,ppb
2023-07-14 12:00:00,Box Hill,-37.8287277,145.1324,0.19,PM2.5,ug/m3
2023-07-14 12:00:00,Alphington,-37.7784081,145.0306,18.819,O3,ppb
2023-07-14 12:00:00,Mooroolbark,-37.7749672,145.3285,14.089,DBT,deg.C
2023-07-14 12:00:00,Alphington,-37.7784081,145.0306,10.706,PM10,ug/m3
2023-07-14 12:00:00,Alphington,-37.7784081,145.0306,-0.211,SO2,ppb
2023-07-14 12:00:00,Mooroolbark,-37.7749672,145.3285,25.622,O3,ppb
2023-07-14 12:00:00,Altona North,-37.84455,144.8629,4.969,NO2,ppb
2023-07-14 12:00:00,Dandenong,-37.98576,145.1987,7.339,PM10,ug/m3
2023-07-14 12:00:00,Melton,-37.7064552,144.5669,20.254,O3,ppb
2023-07-14 12:00:00,Geelong South,-38.17356,144.3703,4.987,NO2,ppb
2023-07-14 12:00:00,Alphington,-37.7784081,145.0306,14.551,DBT,deg.C
2023-07-14 12:00:00,Melton,-37.7064552,144.5669,13.543,DBT,deg.C
2023-07-14 12:00:00,Alphington,-37.7784081,145.0306,10.099,BSP,1/Mm
2023-07-14 12:00:00,Brighton,-37.9135475,144.998,6.317,PM2.5,ug/m3
2023-07-14 12:00:00,Altona North,-37.84455,144.8629,0.932,SO2,ppb
2023-07-14 12:00:00,Geelong South,-38.17356,144.3703,55.499,PM10,ug/m3
2023-07-14 12:00:00,Dandenong,-37.98576,145.1987,21.391,O3,ppb
2023-07-14 18:00:00,Mooroolbark,-37.7749672,145.3285,9.956,PM10,ug/m3
2023-07-14 18:00:00,Altona North,-37.84455,144.8629,13.358,DBT,deg.C
2023-07-14 18:00:00,Dandenong,-37.98576,145.1987,6.579,BSP,1/Mm
2023-07-14 18:00:00,Dandenong,-37.98576,145.1987,0.805,PM2.5,ug/m3
2023-07-14 18:00:00,Point Cook,-37.9263153,144.7567,8.125,BSP,1/Mm
2023-07-14 18:00:00,Geelong South,-38.17356,144.3703,9.014,BSP,1/Mm
2023-07-14 18:00:00,Melton,-37.7064552,144.5669,1.354,PM2.5,ug/m3
2023-07-14 18:00:00,Dandenong,-37.98576,145.1987,7.8,NO2,ppb
2023-07-14 18:00:00,Melbourne CBD,-37.8073959,144.97,2.154,PM2.5,ug/m3
2023-07-14 18:00:00,Geelong South,-38.17356,144.3703,13.656,DBT,deg.C
2023-07-14 18:00:00,Alphington,-37.7784081,145.0306,1.775,PM2.5,ug/m3
2023-07-14 18:00:00,Dandenong,-37.98576,145.1987,13.217,DBT,deg.C
2023-07-14 18:00:00,Mooroolbark,-37.7749672,145.3285,6.806,BSP,1/Mm
2023-07-14 18:00:00,Point Cook,-37.9263153,144.7567,13.097,DBT,deg.C
2023-07-14 18:00:00,Geelong South,-38.17356,144.3703,0.143,PM2.5,ug/m3
2023-07-14 18:00:00,Alphington,-37.7784081,145.0306,5.394,NO2,ppb
2023-07-14 18:00:00,Geelong South,-38.17356,144.3703,18.118,O3,ppb
2023-07-14 18:00:00,Box Hill,-37.8287277,145.1324,2.931,PM2.5,ug/m3
2023-07-14 18:00:00,Alphington,-37.7784081,145.0306,20.523,O3,ppb
2023-07-14 18:00:00,Mooroolbark,-37.7749672,145.3285,12.042,DBT,deg.C
2023-07-14 18:00:00,Alphington,-37.7784081,145.0306,10.059,PM10,ug/m3
2023-07-14 18:00:00,Alphington,-37.7784081,145.0306,-0.154,SO2,ppb
2023-07-14 18:00:00,Mooroolbark,-37.7749672,145.3285,23.477,O3,ppb
2023-07-14 18:00:00,Altona North,-37.84455,144.8629,6.881,NO2,ppb
2023-07-14 18:00:00,Dandenong,-37.98576,145.1987,10.784,PM10,ug/m3
2023-07-14 18:00:00,Melton,-37.7064552,144.5669,19.087,O3,ppb
2023-07-14 18:00:00,Geelong South,-38.17356,144.3703,5.511,NO2,ppb
2023-07-14 18:00:00,Alphington,-37.7784081,145.0306,13.458,DBT,deg.C
2023-07-14 18:00:00,Alphington,-37.7784081,145.0306,12.343,BSP,1/Mm
2023-07-14 18:00:00,Melton,-37.7064552,144.5669,12.333,DBT,deg.C
2023-07-14 18:00:00,Brighton,-37.9135475,144.998,-0.716,PM2.5,ug/m3
2023-07-14 18:00:00,Altona North,-37.84455,144.8629,0.711,SO2,ppb
2023-07-14 18:00:00,Geelong South,-38.17356,144.3703,20.085,PM10,ug/m3
2023-07-14 18:00:00,Point Cook,-37.9263153,144.7567,17.251,O3,ppb
2023-07-14 18:00:00,Dandenong,-37.98576,145.1987,19.318,O3,ppb
2023-07-27 06:00:00,Mooroolbark,-37.7749672,145.3285,13.144,PM10,ug/m3
2023-07-27 06:00:00,Altona North,-37.84455,144.8629,7.147,DBT,deg.C
2023-07-27 06:00:00,Dandenong,-37.98576,145.1987,34.388,BSP,1/Mm
2023-07-27 06:00:00,Dandenong,-37.98576,145.1987,9.399,PM2.5,ug/m3
2023-07-27 06:00:00,Point Cook,-37.9263153,144.7567,23.083,BSP,1/Mm
2023-07-27 06:00:00,Geelong South,-38.17356,144.3703,38.757,BSP,1/Mm
2023-07-27 06:00:00,Brooklyn,-37.8220978,144.8471,6.453,DBT,deg.C
2023-07-27 06:00:00,Melton,-37.7064552,144.5669,4.623,PM2.5,ug/m3
2023-07-27 06:00:00,Dandenong,-37.98576,145.1987,21.097,NO2,ppb
2023-07-27 06:00:00,Melbourne CBD,-37.8073959,144.97,11.187,PM2.5,ug/m3
2023-07-27 06:00:00,Geelong South,-38.17356,144.3703,1.282,DBT,deg.C
2023-07-27 06:00:00,Alphington,-37.7784081,145.0306,4.897,PM2.5,ug/m3
2023-07-27 06:00:00,Dandenong,-37.98576,145.1987,4.124,DBT,deg.C
2023-07-27 06:00:00,Brooklyn,-37.8220978,144.8471,47.488,BSP,1/Mm
2023-07-27 06:00:00,Mooroolbark,-37.7749672,145.3285,14.393,BSP,1/Mm
2023-07-27 06:00:00,Point Cook,-37.9263153,144.7567,6.793,DBT,deg.C
2023-07-27 06:00:00,Brooklyn,-37.8220978,144.8471,26.069,PM10,ug/m3
2023-07-27 06:00:00,Geelong South,-38.17356,144.3703,10.552,PM2.5,ug/m3
2023-07-27 06:00:00,Box Hill,-37.8287277,145.1324,10.285,PM2.5,ug/m3
2023-07-27 06:00:00,Alphington,-37.7784081,145.0306,13.587,NO2,ppb
2023-07-27 06:00:00,Geelong South,-38.17356,144.3703,0.192,O3,ppb
2023-07-27 06:00:00,Mooroolbark,-37.7749672,145.3285,3.153,DBT,deg.C
2023-07-27 06:00:00,Alphington,-37.7784081,145.0306,8.952,PM10,ug/m3
2023-07-27 06:00:00,Alphington,-37.7784081,145.0306,-0.042,SO2,ppb
2023-07-27 06:00:00,Dandenong,-37.98576,145.1987,12.679,PM10,ug/m3
2023-07-27 06:00:00,Brooklyn,-37.8220978,144.8471,47.488,BSP,1/Mm
2023-07-27 06:00:00,Alphington,-37.7784081,145.0306,7.456,O3,ppb
2023-07-27 06:00:00,Brooklyn,-37.8220978,144.8471,6.453,DBT,deg.C
2023-07-27 06:00:00,Alphington,-37.7784081,145.0306,6.603,DBT,deg.C
2023-07-27 06:00:00,Brooklyn,-37.8220978,144.8471,26.069,PM10,ug/m3
2023-07-27 06:00:00,Alphington,-37.7784081,145.0306,29.725,BSP,1/Mm
2023-07-27 06:00:00,Brighton,-37.9135475,144.998,11.312,PM2.5,ug/m3
2023-07-27 06:00:00,Geelong South,-38.17356,144.3703,0.718,SO2,ppb
2023-07-27 06:00:00,Altona North,-37.84455,144.8629,0.432,SO2,ppb
2023-07-27 06:00:00,Geelong South,-38.17356,144.3703,22.136,PM10,ug/m3
2023-07-27 06:00:00,Mooroolbark,-37.7749672,145.3285,4.716,O3,ppb
2023-07-27 06:00:00,Altona North,-37.84455,144.8629,9.584,NO2,ppb
2023-07-27 06:00:00,Melton,-37.7064552,144.5669,0.475,O3,ppb
2023-07-27 06:00:00,Geelong South,-38.17356,144.3703,12.788,NO2,ppb
2023-07-27 06:00:00,Point Cook,-37.9263153,144.7567,4.042,O3,ppb
2023-07-27 06:00:00,Dandenong,-37.98576,145.1987,0.638,O3,ppb
2023-07-27 12:00:00,Mooroolbark,-37.7749672,145.3285,6.319,PM10,ug/m3
2023-07-27 12:00:00,Altona North,-37.84455,144.8629,15.833,DBT,deg.C
2023-07-27 12:00:00,Dandenong,-37.98576,145.1987,11.326,BSP,1/Mm
2023-07-27 12:00:00,Dandenong,-37.98576,145.1987,2.493,PM2.5,ug/m3
2023-07-27 12:00:00,Point Cook,-37.9263153,144.7567,20.536,BSP,1/Mm
2023-07-27 12:00:00,Geelong South,-38.17356,144.3703,15.542,BSP,1/Mm
2023-07-27 12:00:00,Brooklyn,-37.8220978,144.8471,14.375,DBT,deg.C
2023-07-27 12:00:00,Melton,-37.7064552,144.5669,12.242,PM2.5,ug/m3
2023-07-27 12:00:00,Dandenong,-37.98576,145.1987,4.325,NO2,ppb
2023-07-27 12:00:00,Melbourne CBD,-37.8073959,144.97,9.276,PM2.5,ug/m3
2023-07-27 12:00:00,Geelong South,-38.17356,144.3703,16.114,DBT,deg.C
2023-07-27 12:00:00,Alphington,-37.7784081,145.0306,8.92,PM2.5,ug/m3
2023-07-27 12:00:00,Brooklyn,-37.8220978,144.8471,29.858,BSP,1/Mm
2023-07-27 12:00:00,Dandenong,-37.98576,145.1987,16.25,DBT,deg.C
2023-07-27 12:00:00,Mooroolbark,-37.7749672,145.3285,15.04,BSP,1/Mm
2023-07-27 12:00:00,Point Cook,-37.9263153,144.7567,15.47,DBT,deg.C
2023-07-27 12:00:00,Alphington,-37.7784081,145.0306,6.467,NO2,ppb
2023-07-27 12:00:00,Brooklyn,-37.8220978,144.8471,25.643,PM10,ug/m3
2023-07-27 12:00:00,Geelong South,-38.17356,144.3703,19.932,O3,ppb
2023-07-27 12:00:00,Geelong South,-38.17356,144.3703,-1.57,PM2.5,ug/m3
2023-07-27 12:00:00,Alphington,-37.7784081,145.0306,22.273,O3,ppb
2023-07-27 12:00:00,Alphington,-37.7784081,145.0306,0.069,SO2,ppb
2023-07-27 12:00:00,Box Hill,-37.8287277,145.1324,3.639,PM2.5,ug/m3
2023-07-27 12:00:00,Mooroolbark,-37.7749672,145.3285,25.982,O3,ppb
2023-07-27 12:00:00,Altona North,-37.84455,144.8629,7.767,NO2,ppb
2023-07-27 12:00:00,Brooklyn,-37.8220978,144.8471,29.858,BSP,1/Mm
2023-07-27 12:00:00,Melton,-37.7064552,144.5669,27.425,O3,ppb
2023-07-27 12:00:00,Geelong South,-38.17356,144.3703,7.662,NO2,ppb
2023-07-27 12:00:00,Alphington,-37.7784081,145.0306,24.523,BSP,1/Mm
2023-07-27 12:00:00,Mooroolbark,-37.7749672,145.3285,15.316,DBT,deg.C
2023-07-27 12:00:00,Geelong South,-38.17356,144.3703,0.393,SO2,ppb
2023-07-27 12:00:00,Alphington,-37.7784081,145.0306,19.305,PM10,ug/m3
2023-07-27 12:00:00,Altona North,-37.84455,144.8629,0.576,SO2,ppb
2023-07-27 12:00:00,Dandenong,-37.98576,145.1987,6.747,PM10,ug/m3
2023-07-27 12:00:00,Point Cook,-37.9263153,144.7567,20.954,O3,ppb
2023-07-27 12:00:00,Dandenong,-37.98576,145.1987,25.501,O3,ppb
2023-07-27 12:00:00,Brooklyn,-37.8220978,144.8471,14.375,DBT,deg.C
2023-07-27 12:00:00,Alphington,-37.7784081,145.0306,15.908,DBT,deg.C
2023-07-27 12:00:00,Brooklyn,-37.8220978,144.8471,25.643,PM10,ug/m3
2023-07-27 12:00:00,Melton,-37.7064552,144.5669,16.113,DBT,deg.C
2023-07-27 12:00:00,Brighton,-37.9135475,144.998,6.287,PM2.5,ug/m3
2023-07-27 12:00:00,Geelong South,-38.17356,144.3703,18.725,PM10,ug/m3
2023-07-27 18:00:00,Mooroolbark,-37.7749672,145.3285,14.306,PM10,ug/m3
2023-07-27 18:00:00,Altona North,-37.84455,144.8629,15.373,DBT,deg.C
2023-07-27 18:00:00,Dandenong,-37.98576,145.1987,10.66,BSP,1/Mm
2023-07-27 18:00:00,Dandenong,-37.98576,145.1987,2.732,PM2.5,ug/m3
2023-07-27 18:00:00,Point Cook,-37.9263153,144.7567,19.528,BSP,1/Mm
2023-07-27 18:00:00,Geelong South,-38.17356,144.3703,13.449,BSP,1/Mm
2023-07-27 18:00:00,Brooklyn,-37.8220978,144.8471,15.159,DBT,deg.C
2023-07-27 18:00:00,Melton,-37.7064552,144.5669,2.292,PM2.5,ug/m3
2023-07-27 18:00:00,Dandenong,-37.98576,145.1987,8.434,NO2,ppb
2023-07-27 18:00:00,Melbourne CBD,-37.8073959,144.97,3.833,PM2.5,ug/m3
2023-07-27 18:00:00,Geelong South,-38.17356,144.3703,14.709,DBT,deg.C
2023-07-27 18:00:00,Alphington,-37.7784081,145.0306,1.062,PM2.5,ug/m3
2023-07-27 18:00:00,Dandenong,-37.98576,145.1987,15.231,DBT,deg.C
2023-07-27 18:00:00,Brooklyn,-37.8220978,144.8471,26.036,BSP,1/Mm
2023-07-27 18:00:00,Mooroolbark,-37.7749672,145.3285,14.364,BSP,1/Mm
2023-07-27 18:00:00,Point Cook,-37.9263153,144.7567,15.061,DBT,deg.C
