time,location_name,latitude,longitude,value,parameter,unit_of_measure
2023-01-27 12:00:00,Melbourne CBD,-37.8073959,144.97,8.724,PM2.5,ug/m3
2023-01-27 12:00:00,Geelong South,-38.17356,144.3703,22.632,DBT,deg.C
2023-01-27 12:00:00,Dandenong,-37.98576,145.1987,24.207,DBT,deg.C
2023-01-27 12:00:00,Alphington,-37.7784081,145.0306,7.867,PM2.5,ug/m3
2023-01-27 12:00:00,Brooklyn,-37.8220978,144.8471,13.917,BSP,1/Mm
2023-01-27 12:00:00,Mooroolbark,-37.7749672,145.3285,16.666,BSP,1/Mm
2023-01-27 12:00:00,Point Cook,-37.9263153,144.7567,21.704,DBT,deg.C
2023-01-27 12:00:00,Brooklyn,-37.8220978,144.8471,25.846,PM10,ug/m3
2023-01-27 12:00:00,Alphington,-37.7784081,145.0306,10.595,NO2,ppb
2023-01-27 12:00:00,Geelong South,-38.17356,144.3703,22.925,O3,ppb
2023-01-27 12:00:00,Footscray,-37.803709,144.869342,0.842,SO2,ppb
2023-01-27 12:00:00,Geelong South,-38.17356,144.3703,3.127,PM2.5,ug/m3
2023-01-27 12:00:00,Alphington,-37.7784081,145.0306,16.79,O3,ppb
2023-01-27 12:00:00,Mooroolbark,-37.7749672,145.3285,24.203,DBT,deg.C
2023-01-27 12:00:00,Alphington,-37.7784081,145.0306,19.966,PM10,ug/m3
2023-01-27 12:00:00,Alphington,-37.7784081,145.0306,0.624,SO2,ppb
2023-01-27 12:00:00,Box Hill,-37.8287277,145.1324,3.381,PM2.5,ug/m3
2023-01-27 12:00:00,Mooroolbark,-37.7749672,145.3285,25.138,O3,ppb
2023-01-27 12:00:00,Altona North,-37.84455,144.8629,3.193,NO2,ppb
2023-01-27 12:00:00,Dandenong,-37.98576,145.1987,12.709,PM10,ug/m3
2023-01-27 12:00:00,Brooklyn,-37.8220978,144.8471,13.917,BSP,1/Mm
2023-01-27 12:00:00,Brooklyn,-37.8220978,144.8471,25.846,PM10,ug/m3
2023-01-27 12:00:00,Melton,-37.7064552,144.5669,23.768,O3,ppb
2023-01-27 12:00:00,Brooklyn,-37.8220978,144.8471,20.666,DBT,deg.C
2023-01-27 12:00:00,Footscray,-37.803709,144.869342,8.899,NO2,ppb
2023-01-27 12:00:00,Geelong South,-38.17356,144.3703,1.864,NO2,ppb
2023-01-27 12:00:00,Footscray,-37.803709,144.869342,9.645,PM2.5,ug/m3
2023-01-27 12:00:00,Alphington,-37.7784081,145.0306,25.16,DBT,deg.C
2023-01-27 12:00:00,Brooklyn,-37.8220978,144.8471,25.846,PM10,ug/m3
2023-01-27 12:00:00,Alphington,-37.7784081,145.0306,11.961,BSP,1/Mm
2023-01-27 12:00:00,Geelong South,-38.17356,144.3703,0.698,SO2,ppb
2023-01-27 12:00:00,Brooklyn,-37.8220978,144.8471,13.917,BSP,1/Mm
2023-01-27 12:00:00,Altona North,-37.84455,144.8629,0.786,SO2,ppb
2023-01-27 12:00:00,Geelong South,-38.17356,144.3703,19.45,PM10,ug/m3
2023-01-27 12:00:00,Point Cook,-37.9263153,144.7567,21.022,O3,ppb
2023-01-27 12:00:00,Dandenong,-37.98576,145.1987,21.656,O3,ppb
2023-01-27 12:00:00,Brighton,-37.9135475,144.998,5.155,PM2.5,ug/m3
2023-01-27 18:00:00,Mooroolbark,-37.7749672,145.3285,17.736,PM10,ug/m3
2023-01-27 18:00:00,Altona North,-37.84455,144.8629,26.375,DBT,deg.C
2023-01-27 18:00:00,Dandenong,-37.98576,145.1987,11.421,BSP,1/Mm
2023-01-27 18:00:00,Dandenong,-37.98576,145.1987,0.653,PM2.5,ug/m3
2023-01-27 18:00:00,Point Cook,-37.9263153,144.7567,13.96,BSP,1/Mm
2023-01-27 18:00:00,Geelong South,-38.17356,144.3703,13.894,BSP,1/Mm
2023-01-27 18:00:00,Brooklyn,-37.8220978,144.8471,24.259,DBT,deg.C
2023-01-27 18:00:00,Footscray,-37.803709,144.869342,41.744,O3,ppb
2023-01-27 18:00:00,Dandenong,-37.98576,145.1987,7.707,NO2,ppb
2023-01-27 18:00:00,Melbourne CBD,-37.8073959,144.97,13.56,PM2.5,ug/m3
2023-01-27 18:00:00,Geelong South,-38.17356,144.3703,23.747,DBT,deg.C
2023-01-27 18:00:00,Alphington,-37.7784081,145.0306,10.468,PM2.5,ug/m3
2023-01-27 18:00:00,Dandenong,-37.98576,145.1987,29.957,DBT,deg.C
2023-01-27 18:00:00,Brooklyn,-37.8220978,144.8471,12.865,BSP,1/Mm
2023-01-27 18:00:00,Mooroolbark,-37.7749672,145.3285,15.628,BSP,1/Mm
2023-01-27 18:00:00,Point Cook,-37.9263153,144.7567,24.644,DBT,deg.C
2023-01-27 18:00:00,Brooklyn,-37.8220978,144.8471,31.432,PM10,ug/m3
2023-01-27 18:00:00,Geelong South,-38.17356,144.3703,4.249,PM2.5,ug/m3
2023-01-27 18:00:00,Alphington,-37.7784081,145.0306,8.997,NO2,ppb
2023-01-27 18:00:00,Geelong South,-38.17356,144.3703,26.22,O3,ppb
2023-01-27 18:00:00,Footscray,-37.803709,144.869342,0.511,SO2,ppb
2023-01-27 18:00:00,Box Hill,-37.8287277,145.1324,5.109,PM2.5,ug/m3
2023-01-27 18:00:00,Alphington,-37.7784081,145.0306,46.413,O3,ppb
2023-01-27 18:00:00,Footscray,-37.803709,144.869342,7.623,PM2.5,ug/m3
2023-01-27 18:00:00,Mooroolbark,-37.7749672,145.3285,31.805,DBT,deg.C
2023-01-27 18:00:00,Alphington,-37.7784081,145.0306,27.596,PM10,ug/m3
2023-01-27 18:00:00,Alphington,-37.7784081,145.0306,0.394,SO2,ppb
2023-01-27 18:00:00,Mooroolbark,-37.7749672,145.3285,43.039,O3,ppb
2023-01-27 18:00:00,Altona North,-37.84455,144.8629,3.44,NO2,ppb
2023-01-27 18:00:00,Dandenong,-37.98576,145.1987,37,PM10,ug/m3
2023-01-27 18:00:00,Brooklyn,-37.8220978,144.8471,12.865,BSP,1/Mm
2023-01-27 18:00:00,Brooklyn,-37.8220978,144.8471,31.432,PM10,ug/m3
2023-01-27 18:00:00,Melton,-37.7064552,144.5669,46.152,O3,ppb
2023-01-27 18:00:00,Brooklyn,-37.8220978,144.8471,24.259,DBT,deg.C
2023-01-27 18:00:00,Footscray,-37.803709,144.869342,4.332,NO2,ppb
2023-01-27 18:00:00,Geelong South,-38.17356,144.3703,1.403,NO2,ppb
2023-01-27 18:00:00,Alphington,-37.7784081,145.0306,30.831,DBT,deg.C
2023-01-27 18:00:00,Brooklyn,-37.8220978,144.8471,31.432,PM10,ug/m3
2023-01-27 18:00:00,Alphington,-37.7784081,145.0306,12.629,BSP,1/Mm
2023-01-27 18:00:00,Brighton,-37.9135475,144.998,10.464,PM2.5,ug/m3
2023-01-27 18:00:00,Geelong South,-38.17356,144.3703,1.025,SO2,ppb
2023-01-27 18:00:00,Brooklyn,-37.8220978,144.8471,12.865,BSP,1/Mm
2023-01-27 18:00:00,Altona North,-37.84455,144.8629,0.621,SO2,ppb
2023-01-27 18:00:00,Geelong South,-38.17356,144.3703,29.855,PM10,ug/m3
2023-01-27 18:00:00,Point Cook,-37.9263153,144.7567,34.769,O3,ppb
2023-01-27 18:00:00,Dandenong,-37.98576,145.1987,42.793,O3,ppb
2023-02-01 06:00:00,Mooroolbark,-37.7749672,145.3285,9.985,PM10,ug/m3
2023-02-01 06:00:00,Altona North,-37.84455,144.8629,12.261,DBT,deg.C
2023-02-01 06:00:00,Dandenong,-37.98576,145.1987,12.158,BSP,1/Mm
2023-02-01 06:00:00,Dandenong,-37.98576,145.1987,3.576,PM2.5,ug/m3
2023-02-01 06:00:00,Point Cook,-37.9263153,144.7567,7.485,BSP,1/Mm
2023-02-01 06:00:00,Geelong South,-38.17356,144.3703,8.573,BSP,1/Mm
2023-02-01 06:00:00,Brooklyn,-37.8220978,144.8471,12.136,DBT,deg.C
2023-02-01 06:00:00,Footscray,-37.803709,144.869342,0.21,O3,ppb
2023-02-01 06:00:00,Dandenong,-37.98576,145.1987,18.248,NO2,ppb
2023-02-01 06:00:00,Melbourne CBD,-37.8073959,144.97,7.134,PM2.5,ug/m3
2023-02-01 06:00:00,Geelong South,-38.17356,144.3703,12.399,DBT,deg.C
2023-02-01 06:00:00,Alphington,-37.7784081,145.0306,4.635,PM2.5,ug/m3
2023-02-01 06:00:00,Dandenong,-37.98576,145.1987,14.699,DBT,deg.C
2023-02-01 06:00:00,Brooklyn,-37.8220978,144.8471,20.174,BSP,1/Mm
2023-02-01 06:00:00,Mooroolbark,-37.7749672,145.3285,17.163,BSP,1/Mm
2023-02-01 06:00:00,Point Cook,-37.9263153,144.7567,10.84,DBT,deg.C
2023-02-01 06:00:00,Brooklyn,-37.8220978,144.8471,40.892,PM10,ug/m3
2023-02-01 06:00:00,Geelong South,-38.17356,144.3703,2.32,PM2.5,ug/m3
2023-02-01 06:00:00,Alphington,-37.7784081,145.0306,13.566,NO2,ppb
2023-02-01 06:00:00,Geelong South,-38.17356,144.3703,3.145,O3,ppb
2023-02-01 06:00:00,Footscray,-37.803709,144.869342,0.352,SO2,ppb
2023-02-01 06:00:00,Box Hill,-37.8287277,145.1324,-1.981,PM2.5,ug/m3
2023-02-01 06:00:00,Footscray,-37.803709,144.869342,1.711,PM2.5,ug/m3
2023-02-01 06:00:00,Mooroolbark,-37.7749672,145.3285,12.526,DBT,deg.C
2023-02-01 06:00:00,Alphington,-37.7784081,145.0306,12.387,PM10,ug/m3
2023-02-01 06:00:00,Alphington,-37.7784081,145.0306,0.529,SO2,ppb
2023-02-01 06:00:00,Mooroolbark,-37.7749672,145.3285,4.235,O3,ppb
2023-02-01 06:00:00,Altona North,-37.84455,144.8629,18.777,NO2,ppb
2023-02-01 06:00:00,Dandenong,-37.98576,145.1987,17.491,PM10,ug/m3
2023-02-01 06:00:00,Brooklyn,-37.8220978,144.8471,20.174,BSP,1/Mm
2023-02-01 06:00:00,Brooklyn,-37.8220978,144.8471,40.892,PM10,ug/m3
2023-02-01 06:00:00,Melton,-37.7064552,144.5669,0.431,O3,ppb
2023-02-01 06:00:00,Alphington,-37.7784081,145.0306,2.252,O3,ppb
2023-02-01 06:00:00,Brooklyn,-37.8220978,144.8471,12.136,DBT,deg.C
2023-02-01 06:00:00,Footscray,-37.803709,144.869342,14.449,NO2,ppb
2023-02-01 06:00:00,Geelong South,-38.17356,144.3703,10.137,NO2,ppb
2023-02-01 06:00:00,Alphington,-37.7784081,145.0306,14.452,DBT,deg.C
2023-02-01 06:00:00,Brooklyn,-37.8220978,144.8471,40.892,PM10,ug/m3
2023-02-01 06:00:00,Alphington,-37.7784081,145.0306,8.205,BSP,1/Mm
2023-02-01 06:00:00,Brighton,-37.9135475,144.998,5.932,PM2.5,ug/m3
2023-02-01 06:00:00,Geelong South,-38.17356,144.3703,0.994,SO2,ppb
2023-02-01 06:00:00,Brooklyn,-37.8220978,144.8471,20.174,BSP,1/Mm
2023-02-01 06:00:00,Altona North,-37.84455,144.8629,2.088,SO2,ppb
2023-02-01 06:00:00,Geelong South,-38.17356,144.3703,17.314,PM10,ug/m3
2023-02-01 06:00:00,Point Cook,-37.9263153,144.7567,1.312,O3,ppb
2023-02-01 06:00:00,Dandenong,-37.98576,145.1987,0.56,O3,ppb
2023-02-01 12:00:00,Mooroolbark,-37.7749672,145.3285,29.782,PM10,ug/m3
2023-02-01 12:00:00,Altona North,-37.84455,144.8629,19.758,DBT,deg.C
2023-02-01 12:00:00,Dandenong,-37.98576,145.1987,7.054,BSP,1/Mm
2023-02-01 12:00:00,Dandenong,-37.98576,145.1987,9.735,PM2.5,ug/m3
2023-02-01 12:00:00,Point Cook,-37.9263153,144.7567,6.897,BSP,1/Mm
2023-02-01 12:00:00,Geelong South,-38.17356,144.3703,8.386,BSP,1/Mm
2023-02-01 12:00:00,Brooklyn,-37.8220978,144.8471,16.848,DBT,deg.C
2023-02-01 12:00:00,Footscray,-37.803709,144.869342,14.064,O3,ppb
2023-02-01 12:00:00,Dandenong,-37.98576,145.1987,5.204,NO2,ppb
2023-02-01 12:00:00,Melbourne CBD,-37.8073959,144.97,15.117,PM2.5,ug/m3
2023-02-01 12:00:00,Geelong South,-38.17356,144.3703,18.508,DBT,deg.C
2023-02-01 12:00:00,Alphington,-37.7784081,145.0306,8.573,PM2.5,ug/m3
2023-02-01 12:00:00,Dandenong,-37.98576,145.1987,17.734,DBT,deg.C
2023-02-01 12:00:00,Brooklyn,-37.8220978,144.8471,6.744,BSP,1/Mm
2023-02-01 12:00:00,Mooroolbark,-37.7749672,145.3285,13.929,BSP,1/Mm
2023-02-01 12:00:00,Point Cook,-37.9263153,144.7567,19.581,DBT,deg.C
2023-02-01 12:00:00,Alphington,-37.7784081,145.0306,2.732,NO2,ppb
2023-02-01 12:00:00,Brooklyn,-37.8220978,144.8471,0.296,PM10,ug/m3
2023-02-01 12:00:00,Geelong South,-38.17356,144.3703,4.193,PM2.5,ug/m3
2023-02-01 12:00:00,Alphington,-37.7784081,145.0306,14.902,O3,ppb
2023-02-01 12:00:00,Footscray,-37.803709,144.869342,0.06,SO2,ppb
2023-02-01 12:00:00,Box Hill,-37.8287277,145.1324,6.521,PM2.5,ug/m3
2023-02-01 12:00:00,Mooroolbark,-37.7749672,145.3285,17.383,O3,ppb
2023-02-01 12:00:00,Altona North,-37.84455,144.8629,1.348,NO2,ppb
2023-02-01 12:00:00,Melton,-37.7064552,144.5669,15.651,O3,ppb
2023-02-01 12:00:00,Footscray,-37.803709,144.869342,7.343,PM2.5,ug/m3
2023-02-01 12:00:00,Mooroolbark,-37.7749672,145.3285,18.712,DBT,deg.C
2023-02-01 12:00:00,Alphington,-37.7784081,145.0306,19.631,PM10,ug/m3
2023-02-01 12:00:00,Alphington,-37.7784081,145.0306,0.449,SO2,ppb
2023-02-01 12:00:00,Dandenong,-37.98576,145.1987,18.798,PM10,ug/m3
2023-02-01 12:00:00,Point Cook,-37.9263153,144.7567,15.587,O3,ppb
2023-02-01 12:00:00,Dandenong,-37.98576,145.1987,12.709,O3,ppb
2023-02-01 12:00:00,Brooklyn,-37.8220978,144.8471,6.744,BSP,1/Mm
2023-02-01 12:00:00,Brooklyn,-37.8220978,144.8471,0.296,PM10,ug/m3
2023-02-01 12:00:00,Brooklyn,-37.8220978,144.8471,16.848,DBT,deg.C
2023-02-01 12:00:00,Footscray,-37.803709,144.869342,3.099,NO2,ppb
2023-02-01 12:00:00,Alphington,-37.7784081,145.0306,17.611,DBT,deg.C
2023-02-01 12:00:00,Brooklyn,-37.8220978,144.8471,0.296,PM10,ug/m3
2023-02-01 12:00:00,Alphington,-37.7784081,145.0306,5.014,BSP,1/Mm
2023-02-01 12:00:00,Brighton,-37.9135475,144.998,11.931,PM2.5,ug/m3
2023-02-01 12:00:00,Brooklyn,-37.8220978,144.8471,6.744,BSP,1/Mm
2023-02-01 12:00:00,Altona North,-37.84455,144.8629,1.132,SO2,ppb
2023-02-01 12:00:00,Geelong South,-38.17356,144.3703,34.361,PM10,ug/m3
2023-02-01 18:00:00,Mooroolbark,-37.7749672,145.3285,10.495,PM10,ug/m3
2023-02-01 18:00:00,Altona North,-37.84455,144.8629,19.509,DBT,deg.C
2023-02-01 18:00:00,Dandenong,-37.98576,145.1987,10.408,BSP,1/Mm
2023-02-01 18:00:00,Dandenong,-37.98576,145.1987,3.951,PM2.5,ug/m3
2023-02-01 18:00:00,Point Cook,-37.9263153,144.7567,8.889,BSP,1/Mm
2023-02-01 18:00:00,Geelong South,-38.17356,144.3703,9.741,BSP,1/Mm
2023-02-01 18:00:00,Brooklyn,-37.8220978,144.8471,17.007,DBT,deg.C
2023-02-01 18:00:00,Footscray,-37.803709,144.869342,14.87,O3,ppb
2023-02-01 18:00:00,Dandenong,-37.98576,145.1987,3.021,NO2,ppb
2023-02-01 18:00:00,Melbourne CBD,-37.8073959,144.97,3.184,PM2.5,ug/m3
2023-02-01 18:00:00,Geelong South,-38.17356,144.3703,17.666,DBT,deg.C
2023-02-01 18:00:00,Alphington,-37.7784081,145.0306,5.293,PM2.5,ug/m3
2023-02-01 18:00:00,Dandenong,-37.98576,145.1987,19.219,DBT,deg.C
2023-02-01 18:00:00,Brooklyn,-37.8220978,144.8471,11.812,BSP,1/Mm
2023-02-01 18:00:00,Mooroolbark,-37.7749672,145.3285,17.402,BSP,1/Mm
2023-02-01 18:00:00,Point Cook,-37.9263153,144.7567,18.862,DBT,deg.C
2023-02-01 18:00:00,Brooklyn,-37.8220978,144.8471,19.95,PM10,ug/m3
2023-02-01 18:00:00,Geelong South,-38.17356,144.3703,4.619,PM2.5,ug/m3
2023-02-01 18:00:00,Footscray,-37.803709,144.869342,0.026,SO2,ppb
2023-02-01 18:00:00,Box Hill,-37.8287277,145.1324,1.46,PM2.5,ug/m3
2023-02-01 18:00:00,Alphington,-37.7784081,145.0306,2.31,NO2,ppb
2023-02-01 18:00:00,Geelong South,-38.17356,144.3703,15.276,O3,ppb
2023-02-01 18:00:00,Footscray,-37.803709,144.869342,1.995,PM2.5,ug/m3
2023-02-01 18:00:00,Mooroolbark,-37.7749672,145.3285,18.469,DBT,deg.C
2023-02-01 18:00:00,Alphington,-37.7784081,145.0306,15.677,PM10,ug/m3
2023-02-01 18:00:00,Alphington,-37.7784081,145.0306,0.505,SO2,ppb
2023-02-01 18:00:00,Dandenong,-37.98576,145.1987,21.739,PM10,ug/m3
2023-02-01 18:00:00,Brooklyn,-37.8220978,144.8471,11.812,BSP,1/Mm
2023-02-01 18:00:00,Brooklyn,-37.8220978,144.8471,19.95,PM10,ug/m3
2023-02-01 18:00:00,Alphington,-37.7784081,145.0306,14.506,O3,ppb
2023-02-01 18:00:00,Brooklyn,-37.8220978,144.8471,17.008,DBT,deg.C
2023-02-01 18:00:00,Alphington,-37.7784081,145.0306,20.029,DBT,deg.C
2023-02-01 18:00:00,Brooklyn,-37.8220978,144.8471,19.95,PM10,ug/m3
2023-02-01 18:00:00,Alphington,-37.7784081,145.0306,9.211,BSP,1/Mm
2023-02-01 18:00:00,Brighton,-37.9135475,144.998,5.28,PM2.5,ug/m3
2023-02-01 18:00:00,Geelong South,-38.17356,144.3703,1.636,SO2,ppb
2023-02-01 18:00:00,Brooklyn,-37.8220978,144.8471,11.812,BSP,1/Mm
2023-02-01 18:00:00,Altona North,-37.84455,144.8629,1.484,SO2,ppb
2023-02-01 18:00:00,Geelong South,-38.17356,144.3703,19.179,PM10,ug/m3
2023-02-01 18:00:00,Mooroolbark,-37.7749672,145.3285,13.897,O3,ppb
2023-02-01 18:00:00,Altona North,-37.84455,144.8629,0.758,NO2,ppb
2023-02-01 18:00:00,Melton,-37.7064552,144.5669,15.927,O3,ppb
2023-02-01 18:00:00,Footscray,-37.803709,144.869342,1.362,NO2,ppb
2023-02-01 18:00:00,Geelong South,-38.17356,144.3703,1.088,NO2,ppb
2023-02-01 18:00:00,Point Cook,-37.9263153,144.7567,15.455,O3,ppb
2023-02-01 18:00:00,Dandenong,-37.98576,145.1987,14.908,O3,ppb
2023-02-14 06:00:00,Mooroolbark,-37.7749672,145.3285,15.956,PM10,ug/m3
2023-02-14 06:00:00,Altona North,-37.84455,144.8629,14.538,DBT,deg.C
2023-02-14 06:00:00,Dandenong,-37.98576,145.1987,20.406,BSP,1/Mm
2023-02-14 06:00:00,Dandenong,-37.98576,145.1987,3.96,PM2.5,ug/m3
2023-02-14 06:00:00,Point Cook,-37.9263153,144.7567,12.336,BSP,1/Mm
2023-02-14 06:00:00,Geelong South,-38.17356,144.3703,45.768,BSP,1/Mm
2023-02-14 06:00:00,Brooklyn,-37.8220978,144.8471,13.953,DBT,deg.C
2023-02-14 06:00:00,Dandenong,-37.98576,145.1987,14.76,NO2,ppb
2023-02-14 06:00:00,Melbourne CBD,-37.8073959,144.97,5.691,PM2.5,ug/m3
2023-02-14 06:00:00,Geelong South,-38.17356,144.3703,11.525,DBT,deg.C
2023-02-14 06:00:00,Alphington,-37.7784081,145.0306,2.245,PM2.5,ug/m3
2023-02-14 06:00:00,Dandenong,-37.98576,145.1987,10.183,DBT,deg.C
2023-02-14 06:00:00,Brooklyn,-37.8220978,144.8471,22.719,BSP,1/Mm
2023-02-14 06:00:00,Mooroolbark,-37.7749672,145.3285,23.15,BSP,1/Mm
2023-02-14 06:00:00,Point Cook,-37.9263153,144.7567,16.35,DBT,deg.C
2023-02-14 06:00:00,Brooklyn,-37.8220978,144.8471,23.905,PM10,ug/m3
2023-02-14 06:00:00,Geelong South,-38.17356,144.3703,3.969,PM2.5,ug/m3
2023-02-14 06:00:00,Alphington,-37.7784081,145.0306,10.951,NO2,ppb
2023-02-14 06:00:00,Geelong South,-38.17356,144.3703,0.196,O3,ppb
2023-02-14 06:00:00,Box Hill,-37.8287277,145.1324,0.246,PM2.5,ug/m3
2023-02-14 06:00:00,Alphington,-37.7784081,145.0306,0.248,O3,ppb
2023-02-14 06:00:00,Footscray,-37.803709,144.869342,6.532,PM2.5,ug/m3
2023-02-14 06:00:00,Mooroolbark,-37.7749672,145.3285,13.433,DBT,deg.C
2023-02-14 06:00:00,Alphington,-37.7784081,145.0306,13.486,PM10,ug/m3
2023-02-14 06:00:00,Alphington,-37.7784081,145.0306,0.229,SO2,ppb
2023-02-14 06:00:00,Mooroolbark,-37.7749672,145.3285,11.175,O3,ppb
2023-02-14 06:00:00,Altona North,-37.84455,144.8629,10.986,NO2,ppb
2023-02-14 06:00:00,Dandenong,-37.98576,145.1987,22.396,PM10,ug/m3
2023-02-14 06:00:00,Brooklyn,-37.8220978,144.8471,22.719,BSP,1/Mm
2023-02-14 06:00:00,Brooklyn,-37.8220978,144.8471,23.905,PM10,ug/m3
2023-02-14 06:00:00,Melton,-37.7064552,144.5669,5.499,O3,ppb
2023-02-14 06:00:00,Brooklyn,-37.8220978,144.8471,13.953,DBT,deg.C
2023-02-14 06:00:00,Geelong South,-38.17356,144.3703,18.991,NO2,ppb
2023-02-14 06:00:00,Alphington,-37.7784081,145.0306,10.516,DBT,deg.C
2023-02-14 06:00:00,Brooklyn,-37.8220978,144.8471,23.905,PM10,ug/m3
2023-02-14 06:00:00,Alphington,-37.7784081,145.0306,12.251,BSP,1/Mm
2023-02-14 06:00:00,Brighton,-37.9135475,144.998,5.763,PM2.5,ug/m3
2023-02-14 06:00:00,Geelong South,-38.17356,144.3703,0.67,SO2,ppb
2023-02-14 06:00:00,Brooklyn,-37.8220978,144.8471,22.719,BSP,1/Mm
2023-02-14 06:00:00,Altona North,-37.84455,144.8629,0.161,SO2,ppb
2023-02-14 06:00:00,Geelong South,-38.17356,144.3703,129.93,PM10,ug/m3
2023-02-14 06:00:00,Point Cook,-37.9263153,144.7567,14.635,O3,ppb
2023-02-14 06:00:00,Dandenong,-37.98576,145.1987,0.603,O3,ppb
2023-02-14 12:00:00,Mooroolbark,-37.7749672,145.3285,17.375,PM10,ug/m3
2023-02-14 12:00:00,Altona North,-37.84455,144.8629,24.307,DBT,deg.C
2023-02-14 12:00:00,Dandenong,-37.98576,145.1987,16.346,BSP,1/Mm
2023-02-14 12:00:00,Dandenong,-37.98576,145.1987,4.02,PM2.5,ug/m3
2023-02-14 12:00:00,Point Cook,-37.9263153,144.7567,14.179,BSP,1/Mm
2023-02-14 12:00:00,Brooklyn,-37.8220978,144.8471,19.136,DBT,deg.C
2023-02-14 12:00:00,Dandenong,-37.98576,145.1987,5.902,NO2,ppb
2023-02-14 12:00:00,Melbourne CBD,-37.8073959,144.97,6.14,PM2.5,ug/m3
2023-02-14 12:00:00,Alphington,-37.7784081,145.0306,6.493,PM2.5,ug/m3
2023-02-14 12:00:00,Dandenong,-37.98576,145.1987,22.202,DBT,deg.C
2023-02-14 12:00:00,Brooklyn,-37.8220978,144.8471,15.548,BSP,1/Mm
2023-02-14 12:00:00,Mooroolbark,-37.7749672,145.3285,19.347,BSP,1/Mm
2023-02-14 12:00:00,Point Cook,-37.9263153,144.7567,21.945,DBT,deg.C
2023-02-14 12:00:00,Brooklyn,-37.8220978,144.8471,23.808,PM10,ug/m3
2023-02-14 12:00:00,Geelong South,-38.17356,144.3703,3.001,PM2.5,ug/m3
2023-02-14 12:00:00,Alphington,-37.7784081,145.0306,3.325,NO2,ppb
2023-02-14 12:00:00,Box Hill,-37.8287277,145.1324,7.892,PM2.5,ug/m3
2023-02-14 12:00:00,Alphington,-37.7784081,145.0306,18.475,O3,ppb
2023-02-14 12:00:00,Footscray,-37.803709,144.869342,10.133,PM2.5,ug/m3
2023-02-14 12:00:00,Mooroolbark,-37.7749672,145.3285,22.588,DBT,deg.C
2023-02-14 12:00:00,Alphington,-37.7784081,145.0306,21.504,PM10,ug/m3
2023-02-14 12:00:00,Alphington,-37.7784081,145.0306,0.079,SO2,ppb
2023-02-14 12:00:00,Mooroolbark,-37.7749672,145.3285,19.379,O3,ppb
2023-02-14 12:00:00,Altona North,-37.84455,144.8629,2.033,NO2,ppb
2023-02-14 12:00:00,Dandenong,-37.98576,145.1987,34.693,PM10,ug/m3
2023-02-14 12:00:00,Brooklyn,-37.8220978,144.8471,15.548,BSP,1/Mm
2023-02-14 12:00:00,Brooklyn,-37.8220978,144.8471,23.808,PM10,ug/m3
2023-02-14 12:00:00,Melton,-37.7064552,144.5669,19.69,O3,ppb
2023-02-14 12:00:00,Brooklyn,-37.8220978,144.8471,19.136,DBT,deg.C
2023-02-14 12:00:00,Alphington,-37.7784081,145.0306,23.163,DBT,deg.C
2023-02-14 12:00:00,Brooklyn,-37.8220978,144.8471,23.808,PM10,ug/m3
2023-02-14 12:00:00,Alphington,-37.7784081,145.0306,13.161,BSP,1/Mm
2023-02-14 12:00:00,Brighton,-37.9135475,144.998,12.301,PM2.5,ug/m3
2023-02-14 12:00:00,Brooklyn,-37.8220978,144.8471,15.548,BSP,1/Mm
2023-02-14 12:00:00,Altona North,-37.84455,144.8629,0.092,SO2,ppb
2023-02-14 12:00:00,Geelong South,-38.17356,144.3703,23.288,PM10,ug/m3
2023-02-14 12:00:00,Point Cook,-37.9263153,144.7567,19.918,O3,ppb
2023-02-14 12:00:00,Dandenong,-37.98576,145.1987,17.8,O3,ppb
2023-02-14 18:00:00,Mooroolbark,-37.7749672,145.3285,30.212,PM10,ug/m3
2023-02-14 18:00:00,Altona North,-37.84455,144.8629,22.226,DBT,deg.C
2023-02-14 18:00:00,Dandenong,-37.98576,145.1987,14.804,BSP,1/Mm
2023-02-14 18:00:00,Dandenong,-37.98576,145.1987,5.251,PM2.5,ug/m3
2023-02-14 18:00:00,Point Cook,-37.9263153,144.7567,11.52,BSP,1/Mm
2023-02-14 18:00:00,Geelong South,-38.17356,144.3703,12.119,BSP,1/Mm
2023-02-14 18:00:00,Brooklyn,-37.8220978,144.8471,19.403,DBT,deg.C
2023-02-14 18:00:00,Dandenong,-37.98576,145.1987,3.025,NO2,ppb
2023-02-14 18:00:00,Melbourne CBD,-37.8073959,144.97,5.424,PM2.5,ug/m3
2023-02-14 18:00:00,Geelong South,-38.17356,144.3703,19.411,DBT,deg.C
2023-02-14 18:00:00,Alphington,-37.7784081,145.0306,3.593,PM2.5,ug/m3
2023-02-14 18:00:00,Dandenong,-37.98576,145.1987,21.396,DBT,deg.C
2023-02-14 18:00:00,Brooklyn,-37.8220978,144.8471,14.809,BSP,1/Mm
2023-02-14 18:00:00,Mooroolbark,-37.7749672,145.3285,24.205,BSP,1/Mm
2023-02-14 18:00:00,Point Cook,-37.9263153,144.7567,21.042,DBT,deg.C
2023-02-14 18:00:00,Brooklyn,-37.8220978,144.8471,25.775,PM10,ug/m3
2023-02-14 18:00:00,Geelong South,-38.17356,144.3703,5.347,PM2.5,ug/m3
2023-02-14 18:00:00,Alphington,-37.7784081,145.0306,4.029,NO2,ppb
